spin_index,spin_result,streak_count,bet_amount,bet_on,outcome,profit,bankroll
4599,Green,0,0,,No Bet,0,-2640
4600,Black,1,0,,No Bet,0,-2640
4601,Black,2,0,,No Bet,0,-2640
4602,Red,1,0,,No Bet,0,-2640
4603,Black,1,0,,No Bet,0,-2640
4604,Red,1,0,,No Bet,0,-2640
4605,Red,2,0,,No Bet,0,-2640
4606,Black,1,0,,No Bet,0,-2640
4607,Black,2,0,,No Bet,0,-2640
4608,Black,3,0,,No Bet,0,-2640
4609,Red,1,0,,No Bet,0,-2640
4610,Black,1,0,,No Bet,0,-2640
4611,Black,2,0,,No Bet,0,-2640
4612,Red,1,0,,No Bet,0,-2640
4613,Red,2,0,,No Bet,0,-2640
4614,Black,1,0,,No Bet,0,-2640
4615,Black,2,0,,No Bet,0,-2640
4616,Black,3,0,,No Bet,0,-2640
4617,Black,Betting,0,,No Bet,0,-2640
4618,Black,Betting,10,Red,Loss,-10,-2650
4619,Black,Betting,20,Red,Loss,-20,-2670
4620,Black,Betting,40,Red,Loss,-40,-2710
4621,Black,Betting,80,Red,Loss,-80,-2790
4622,Black,Betting,160,Red,Loss,-160,-2950
4623,Red,1,320,,Win,320,-2630
4624,Black,1,0,,No Bet,0,-2630
4625,Black,2,0,,No Bet,0,-2630
4626,Red,1,0,,No Bet,0,-2630
4627,Black,1,0,,No Bet,0,-2630
4628,Red,1,0,,No Bet,0,-2630
4629,Green,0,0,,No Bet,0,-2630
4630,Red,1,0,,No Bet,0,-2630
4631,Green,0,0,,No Bet,0,-2630
4632,Black,1,0,,No Bet,0,-2630
4633,Red,1,0,,No Bet,0,-2630
4634,Green,0,0,,No Bet,0,-2630
4635,Black,1,0,,No Bet,0,-2630
4636,Red,1,0,,No Bet,0,-2630
4637,Black,1,0,,No Bet,0,-2630
4638,Red,1,0,,No Bet,0,-2630
4639,Black,1,0,,No Bet,0,-2630
4640,Black,2,0,,No Bet,0,-2630
4641,Red,1,0,,No Bet,0,-2630
4642,Red,2,0,,No Bet,0,-2630
4643,Red,3,0,,No Bet,0,-2630
4644,Red,Betting,0,,No Bet,0,-2630
4645,Black,1,10,,Win,10,-2620
4646,Red,1,0,,No Bet,0,-2620
4647,Black,1,0,,No Bet,0,-2620
4648,Black,2,0,,No Bet,0,-2620
4649,Black,3,0,,No Bet,0,-2620
4650,Black,Betting,0,,No Bet,0,-2620
4651,Red,1,10,,Win,10,-2610
4652,Red,2,0,,No Bet,0,-2610
4653,Black,1,0,,No Bet,0,-2610
4654,Black,2,0,,No Bet,0,-2610
4655,Red,1,0,,No Bet,0,-2610
4656,Black,1,0,,No Bet,0,-2610
4657,Black,2,0,,No Bet,0,-2610
4658,Black,3,0,,No Bet,0,-2610
4659,Black,Betting,0,,No Bet,0,-2610
4660,Black,Betting,10,Red,Loss,-10,-2620
4661,Red,1,20,,Win,20,-2600
4662,Red,2,0,,No Bet,0,-2600
4663,Black,1,0,,No Bet,0,-2600
4664,Red,1,0,,No Bet,0,-2600
4665,Green,0,0,,No Bet,0,-2600
4666,Red,1,0,,No Bet,0,-2600
4667,Red,2,0,,No Bet,0,-2600
4668,Black,1,0,,No Bet,0,-2600
4669,Red,1,0,,No Bet,0,-2600
4670,Black,1,0,,No Bet,0,-2600
4671,Red,1,0,,No Bet,0,-2600
4672,Red,2,0,,No Bet,0,-2600
4673,Red,3,0,,No Bet,0,-2600
4674,Black,1,0,,No Bet,0,-2600
4675,Red,1,0,,No Bet,0,-2600
4676,Black,1,0,,No Bet,0,-2600
4677,Green,0,0,,No Bet,0,-2600
4678,Red,1,0,,No Bet,0,-2600
4679,Black,1,0,,No Bet,0,-2600
4680,Black,2,0,,No Bet,0,-2600
4681,Black,3,0,,No Bet,0,-2600
4682,Red,1,0,,No Bet,0,-2600
4683,Red,2,0,,No Bet,0,-2600
4684,Green,0,0,,No Bet,0,-2600
4685,Black,1,0,,No Bet,0,-2600
4686,Red,1,0,,No Bet,0,-2600
4687,Black,1,0,,No Bet,0,-2600
4688,Red,1,0,,No Bet,0,-2600
4689,Black,1,0,,No Bet,0,-2600
4690,Black,2,0,,No Bet,0,-2600
4691,Red,1,0,,No Bet,0,-2600
4692,Black,1,0,,No Bet,0,-2600
4693,Black,2,0,,No Bet,0,-2600
4694,Black,3,0,,No Bet,0,-2600
4695,Red,1,0,,No Bet,0,-2600
4696,Black,1,0,,No Bet,0,-2600
4697,Red,1,0,,No Bet,0,-2600
4698,Red,2,0,,No Bet,0,-2600
4699,Black,1,0,,No Bet,0,-2600
4700,Green,0,0,,No Bet,0,-2600
4701,Green,0,0,,No Bet,0,-2600
4702,Red,1,0,,No Bet,0,-2600
4703,Red,2,0,,No Bet,0,-2600
4704,Red,3,0,,No Bet,0,-2600
4705,Red,Betting,0,,No Bet,0,-2600
4706,Black,1,10,,Win,10,-2590
4707,Black,2,0,,No Bet,0,-2590
4708,Red,1,0,,No Bet,0,-2590
4709,Red,2,0,,No Bet,0,-2590
4710,Red,3,0,,No Bet,0,-2590
4711,Black,1,0,,No Bet,0,-2590
4712,Red,1,0,,No Bet,0,-2590
4713,Red,2,0,,No Bet,0,-2590
4714,Red,3,0,,No Bet,0,-2590
4715,Red,Betting,0,,No Bet,0,-2590
4716,Green,Betting,10,Black,Loss,-10,-2600
4717,Red,Betting,20,Black,Loss,-20,-2620
4718,Green,Betting,40,Black,Loss,-40,-2660
4719,Red,Betting,80,Black,Loss,-80,-2740
4720,Red,Betting,160,Black,Loss,-160,-2900
4721,Red,Betting,320,Black,Loss,-320,-3220
4722,Black,1,640,,Win,640,-2580
4723,Red,1,0,,No Bet,0,-2580
4724,Red,2,0,,No Bet,0,-2580
4725,Black,1,0,,No Bet,0,-2580
4726,Black,2,0,,No Bet,0,-2580
4727,Red,1,0,,No Bet,0,-2580
4728,Red,2,0,,No Bet,0,-2580
4729,Black,1,0,,No Bet,0,-2580
4730,Red,1,0,,No Bet,0,-2580
4731,Black,1,0,,No Bet,0,-2580
4732,Black,2,0,,No Bet,0,-2580
4733,Red,1,0,,No Bet,0,-2580
4734,Black,1,0,,No Bet,0,-2580
4735,Black,2,0,,No Bet,0,-2580
4736,Red,1,0,,No Bet,0,-2580
4737,Black,1,0,,No Bet,0,-2580
4738,Black,2,0,,No Bet,0,-2580
4739,Black,3,0,,No Bet,0,-2580
4740,Red,1,0,,No Bet,0,-2580
4741,Black,1,0,,No Bet,0,-2580
4742,Black,2,0,,No Bet,0,-2580
4743,Black,3,0,,No Bet,0,-2580
4744,Red,1,0,,No Bet,0,-2580
4745,Red,2,0,,No Bet,0,-2580
4746,Black,1,0,,No Bet,0,-2580
4747,Black,2,0,,No Bet,0,-2580
4748,Red,1,0,,No Bet,0,-2580
4749,Red,2,0,,No Bet,0,-2580
4750,Black,1,0,,No Bet,0,-2580
4751,Red,1,0,,No Bet,0,-2580
4752,Red,2,0,,No Bet,0,-2580
4753,Black,1,0,,No Bet,0,-2580
4754,Red,1,0,,No Bet,0,-2580
4755,Black,1,0,,No Bet,0,-2580
4756,Red,1,0,,No Bet,0,-2580
4757,Red,2,0,,No Bet,0,-2580
4758,Red,3,0,,No Bet,0,-2580
4759,Black,1,0,,No Bet,0,-2580
4760,Black,2,0,,No Bet,0,-2580
4761,Black,3,0,,No Bet,0,-2580
4762,Black,Betting,0,,No Bet,0,-2580
4763,Red,1,10,,Win,10,-2570
4764,Black,1,0,,No Bet,0,-2570
4765,Black,2,0,,No Bet,0,-2570
4766,Red,1,0,,No Bet,0,-2570
4767,Black,1,0,,No Bet,0,-2570
4768,Red,1,0,,No Bet,0,-2570
4769,Red,2,0,,No Bet,0,-2570
4770,Black,1,0,,No Bet,0,-2570
4771,Red,1,0,,No Bet,0,-2570
4772,Red,2,0,,No Bet,0,-2570
4773,Red,3,0,,No Bet,0,-2570
4774,Red,Betting,0,,No Bet,0,-2570
4775,Red,Betting,10,Black,Loss,-10,-2580
4776,Green,Betting,20,Black,Loss,-20,-2600
4777,Red,Betting,40,Black,Loss,-40,-2640
4778,Black,1,80,,Win,80,-2560
4779,Black,2,0,,No Bet,0,-2560
4780,Red,1,0,,No Bet,0,-2560
4781,Black,1,0,,No Bet,0,-2560
4782,Red,1,0,,No Bet,0,-2560
4783,Black,1,0,,No Bet,0,-2560
4784,Red,1,0,,No Bet,0,-2560
4785,Green,0,0,,No Bet,0,-2560
4786,Black,1,0,,No Bet,0,-2560
4787,Black,2,0,,No Bet,0,-2560
4788,Red,1,0,,No Bet,0,-2560
4789,Black,1,0,,No Bet,0,-2560
4790,Black,2,0,,No Bet,0,-2560
4791,Green,0,0,,No Bet,0,-2560
4792,Red,1,0,,No Bet,0,-2560
4793,Black,1,0,,No Bet,0,-2560
4794,Black,2,0,,No Bet,0,-2560
4795,Red,1,0,,No Bet,0,-2560
4796,Black,1,0,,No Bet,0,-2560
4797,Red,1,0,,No Bet,0,-2560
4798,Black,1,0,,No Bet,0,-2560
4799,Black,2,0,,No Bet,0,-2560
4800,Green,0,0,,No Bet,0,-2560
4801,Red,1,0,,No Bet,0,-2560
4802,Red,2,0,,No Bet,0,-2560
4803,Black,1,0,,No Bet,0,-2560
4804,Black,2,0,,No Bet,0,-2560
4805,Red,1,0,,No Bet,0,-2560
4806,Green,0,0,,No Bet,0,-2560
4807,Red,1,0,,No Bet,0,-2560
4808,Black,1,0,,No Bet,0,-2560
4809,Red,1,0,,No Bet,0,-2560
4810,Red,2,0,,No Bet,0,-2560
4811,Black,1,0,,No Bet,0,-2560
4812,Red,1,0,,No Bet,0,-2560
4813,Black,1,0,,No Bet,0,-2560
4814,Black,2,0,,No Bet,0,-2560
4815,Red,1,0,,No Bet,0,-2560
4816,Red,2,0,,No Bet,0,-2560
4817,Red,3,0,,No Bet,0,-2560
4818,Red,Betting,0,,No Bet,0,-2560
4819,Red,Betting,10,Black,Loss,-10,-2570
4820,Black,1,20,,Win,20,-2550
4821,Red,1,0,,No Bet,0,-2550
4822,Red,2,0,,No Bet,0,-2550
4823,Red,3,0,,No Bet,0,-2550
4824,Black,1,0,,No Bet,0,-2550
4825,Red,1,0,,No Bet,0,-2550
4826,Black,1,0,,No Bet,0,-2550
4827,Black,2,0,,No Bet,0,-2550
4828,Black,3,0,,No Bet,0,-2550
4829,Black,Betting,0,,No Bet,0,-2550
4830,Red,1,10,,Win,10,-2540
4831,Red,2,0,,No Bet,0,-2540
4832,Red,3,0,,No Bet,0,-2540
4833,Red,Betting,0,,No Bet,0,-2540
4834,Red,Betting,10,Black,Loss,-10,-2550
4835,Red,Betting,20,Black,Loss,-20,-2570
4836,Green,Betting,40,Black,Loss,-40,-2610
4837,Red,Betting,80,Black,Loss,-80,-2690
4838,Red,Betting,160,Black,Loss,-160,-2850
4839,Black,1,320,,Win,320,-2530
4840,Red,1,0,,No Bet,0,-2530
4841,Red,2,0,,No Bet,0,-2530
4842,Red,3,0,,No Bet,0,-2530
4843,Red,Betting,0,,No Bet,0,-2530
4844,Red,Betting,10,Black,Loss,-10,-2540
4845,Black,1,20,,Win,20,-2520
4846,Red,1,0,,No Bet,0,-2520
4847,Black,1,0,,No Bet,0,-2520
4848,Red,1,0,,No Bet,0,-2520
4849,Black,1,0,,No Bet,0,-2520
4850,Red,1,0,,No Bet,0,-2520
4851,Black,1,0,,No Bet,0,-2520
4852,Black,2,0,,No Bet,0,-2520
4853,Black,3,0,,No Bet,0,-2520
4854,Black,Betting,0,,No Bet,0,-2520
4855,Red,1,10,,Win,10,-2510
4856,Red,2,0,,No Bet,0,-2510
4857,Green,0,0,,No Bet,0,-2510
4858,Red,1,0,,No Bet,0,-2510
4859,Red,2,0,,No Bet,0,-2510
4860,Red,3,0,,No Bet,0,-2510
4861,Black,1,0,,No Bet,0,-2510
4862,Red,1,0,,No Bet,0,-2510
4863,Black,1,0,,No Bet,0,-2510
4864,Black,2,0,,No Bet,0,-2510
4865,Black,3,0,,No Bet,0,-2510
4866,Black,Betting,0,,No Bet,0,-2510
4867,Red,1,10,,Win,10,-2500
4868,Red,2,0,,No Bet,0,-2500
4869,Black,1,0,,No Bet,0,-2500
4870,Red,1,0,,No Bet,0,-2500
4871,Green,0,0,,No Bet,0,-2500
4872,Red,1,0,,No Bet,0,-2500
4873,Black,1,0,,No Bet,0,-2500
4874,Black,2,0,,No Bet,0,-2500
4875,Black,3,0,,No Bet,0,-2500
4876,Red,1,0,,No Bet,0,-2500
4877,Red,2,0,,No Bet,0,-2500
4878,Green,0,0,,No Bet,0,-2500
4879,Black,1,0,,No Bet,0,-2500
4880,Black,2,0,,No Bet,0,-2500
4881,Green,0,0,,No Bet,0,-2500
4882,Red,1,0,,No Bet,0,-2500
4883,Green,0,0,,No Bet,0,-2500
4884,Red,1,0,,No Bet,0,-2500
4885,Red,2,0,,No Bet,0,-2500
4886,Red,3,0,,No Bet,0,-2500
4887,Black,1,0,,No Bet,0,-2500
4888,Black,2,0,,No Bet,0,-2500
4889,Red,1,0,,No Bet,0,-2500
4890,Black,1,0,,No Bet,0,-2500
4891,Black,2,0,,No Bet,0,-2500
4892,Red,1,0,,No Bet,0,-2500
4893,Red,2,0,,No Bet,0,-2500
4894,Red,3,0,,No Bet,0,-2500
4895,Red,Betting,0,,No Bet,0,-2500
4896,Green,Betting,10,Black,Loss,-10,-2510
4897,Black,1,20,,Win,20,-2490
4898,Black,2,0,,No Bet,0,-2490
4899,Black,3,0,,No Bet,0,-2490
4900,Black,Betting,0,,No Bet,0,-2490
4901,Red,1,10,,Win,10,-2480
4902,Black,1,0,,No Bet,0,-2480
4903,Red,1,0,,No Bet,0,-2480
4904,Black,1,0,,No Bet,0,-2480
4905,Black,2,0,,No Bet,0,-2480
4906,Black,3,0,,No Bet,0,-2480
4907,Red,1,0,,No Bet,0,-2480
4908,Red,2,0,,No Bet,0,-2480
4909,Red,3,0,,No Bet,0,-2480
4910,Red,Betting,0,,No Bet,0,-2480
4911,Red,Betting,10,Black,Loss,-10,-2490
4912,Black,1,20,,Win,20,-2470
4913,Black,2,0,,No Bet,0,-2470
4914,Black,3,0,,No Bet,0,-2470
4915,Red,1,0,,No Bet,0,-2470
4916,Black,1,0,,No Bet,0,-2470
4917,Black,2,0,,No Bet,0,-2470
4918,Black,3,0,,No Bet,0,-2470
4919,Green,0,0,,No Bet,0,-2470
4920,Black,1,0,,No Bet,0,-2470
4921,Black,2,0,,No Bet,0,-2470
4922,Red,1,0,,No Bet,0,-2470
4923,Red,2,0,,No Bet,0,-2470
4924,Red,3,0,,No Bet,0,-2470
4925,Red,Betting,0,,No Bet,0,-2470
4926,Black,1,10,,Win,10,-2460
4927,Black,2,0,,No Bet,0,-2460
4928,Red,1,0,,No Bet,0,-2460
4929,Red,2,0,,No Bet,0,-2460
4930,Black,1,0,,No Bet,0,-2460
4931,Black,2,0,,No Bet,0,-2460
4932,Red,1,0,,No Bet,0,-2460
4933,Red,2,0,,No Bet,0,-2460
4934,Black,1,0,,No Bet,0,-2460
4935,Black,2,0,,No Bet,0,-2460
4936,Black,3,0,,No Bet,0,-2460
4937,Red,1,0,,No Bet,0,-2460
4938,Black,1,0,,No Bet,0,-2460
4939,Red,1,0,,No Bet,0,-2460
4940,Red,2,0,,No Bet,0,-2460
4941,Black,1,0,,No Bet,0,-2460
4942,Black,2,0,,No Bet,0,-2460
4943,Black,3,0,,No Bet,0,-2460
4944,Red,1,0,,No Bet,0,-2460
4945,Red,2,0,,No Bet,0,-2460
4946,Black,1,0,,No Bet,0,-2460
4947,Red,1,0,,No Bet,0,-2460
4948,Black,1,0,,No Bet,0,-2460
4949,Red,1,0,,No Bet,0,-2460
4950,Black,1,0,,No Bet,0,-2460
4951,Green,0,0,,No Bet,0,-2460
4952,Green,0,0,,No Bet,0,-2460
4953,Red,1,0,,No Bet,0,-2460
4954,Black,1,0,,No Bet,0,-2460
4955,Black,2,0,,No Bet,0,-2460
4956,Red,1,0,,No Bet,0,-2460
4957,Red,2,0,,No Bet,0,-2460
4958,Red,3,0,,No Bet,0,-2460
4959,Red,Betting,0,,No Bet,0,-2460
4960,Black,1,10,,Win,10,-2450
4961,Black,2,0,,No Bet,0,-2450
4962,Black,3,0,,No Bet,0,-2450
4963,Black,Betting,0,,No Bet,0,-2450
4964,Black,Betting,10,Red,Loss,-10,-2460
4965,Red,1,20,,Win,20,-2440
4966,Black,1,0,,No Bet,0,-2440
4967,Black,2,0,,No Bet,0,-2440
4968,Black,3,0,,No Bet,0,-2440
4969,Red,1,0,,No Bet,0,-2440
4970,Red,2,0,,No Bet,0,-2440
4971,Black,1,0,,No Bet,0,-2440
4972,Black,2,0,,No Bet,0,-2440
4973,Red,1,0,,No Bet,0,-2440
4974,Black,1,0,,No Bet,0,-2440
4975,Red,1,0,,No Bet,0,-2440
4976,Green,0,0,,No Bet,0,-2440
4977,Black,1,0,,No Bet,0,-2440
4978,Black,2,0,,No Bet,0,-2440
4979,Red,1,0,,No Bet,0,-2440
4980,Black,1,0,,No Bet,0,-2440
4981,Red,1,0,,No Bet,0,-2440
4982,Black,1,0,,No Bet,0,-2440
4983,Black,2,0,,No Bet,0,-2440
4984,Red,1,0,,No Bet,0,-2440
4985,Green,0,0,,No Bet,0,-2440
4986,Red,1,0,,No Bet,0,-2440
4987,Red,2,0,,No Bet,0,-2440
4988,Black,1,0,,No Bet,0,-2440
4989,Black,2,0,,No Bet,0,-2440
4990,Red,1,0,,No Bet,0,-2440
4991,Black,1,0,,No Bet,0,-2440
4992,Green,0,0,,No Bet,0,-2440
4993,Red,1,0,,No Bet,0,-2440
4994,Red,2,0,,No Bet,0,-2440
4995,Red,3,0,,No Bet,0,-2440
4996,Black,1,0,,No Bet,0,-2440
4997,Black,2,0,,No Bet,0,-2440
4998,Black,3,0,,No Bet,0,-2440
4999,Black,Betting,0,,No Bet,0,-2440
5000,Red,1,10,,Win,10,-2430
5001,Black,1,0,,No Bet,0,-2430
5002,Red,1,0,,No Bet,0,-2430
5003,Red,2,0,,No Bet,0,-2430
5004,Green,0,0,,No Bet,0,-2430
5005,Black,1,0,,No Bet,0,-2430
5006,Black,2,0,,No Bet,0,-2430
5007,Red,1,0,,No Bet,0,-2430
5008,Black,1,0,,No Bet,0,-2430
5009,Black,2,0,,No Bet,0,-2430
5010,Green,0,0,,No Bet,0,-2430
5011,Black,1,0,,No Bet,0,-2430
5012,Red,1,0,,No Bet,0,-2430
5013,Black,1,0,,No Bet,0,-2430
5014,Red,1,0,,No Bet,0,-2430
5015,Red,2,0,,No Bet,0,-2430
5016,Black,1,0,,No Bet,0,-2430
5017,Black,2,0,,No Bet,0,-2430
5018,Red,1,0,,No Bet,0,-2430
5019,Black,1,0,,No Bet,0,-2430
5020,Green,0,0,,No Bet,0,-2430
5021,Red,1,0,,No Bet,0,-2430
5022,Black,1,0,,No Bet,0,-2430
5023,Black,2,0,,No Bet,0,-2430
5024,Red,1,0,,No Bet,0,-2430
5025,Red,2,0,,No Bet,0,-2430
5026,Red,3,0,,No Bet,0,-2430
5027,Green,0,0,,No Bet,0,-2430
5028,Green,0,0,,No Bet,0,-2430
5029,Green,0,0,,No Bet,0,-2430
5030,Red,1,0,,No Bet,0,-2430
5031,Red,2,0,,No Bet,0,-2430
5032,Black,1,0,,No Bet,0,-2430
5033,Black,2,0,,No Bet,0,-2430
5034,Red,1,0,,No Bet,0,-2430
5035,Black,1,0,,No Bet,0,-2430
5036,Red,1,0,,No Bet,0,-2430
5037,Red,2,0,,No Bet,0,-2430
5038,Black,1,0,,No Bet,0,-2430
5039,Green,0,0,,No Bet,0,-2430
5040,Green,0,0,,No Bet,0,-2430
5041,Red,1,0,,No Bet,0,-2430
5042,Red,2,0,,No Bet,0,-2430
5043,Black,1,0,,No Bet,0,-2430
5044,Red,1,0,,No Bet,0,-2430
5045,Red,2,0,,No Bet,0,-2430
5046,Red,3,0,,No Bet,0,-2430
5047,Red,Betting,0,,No Bet,0,-2430
5048,Red,Betting,10,Black,Loss,-10,-2440
5049,Black,1,20,,Win,20,-2420
5050,Red,1,0,,No Bet,0,-2420
5051,Red,2,0,,No Bet,0,-2420
5052,Red,3,0,,No Bet,0,-2420
5053,Black,1,0,,No Bet,0,-2420
5054,Red,1,0,,No Bet,0,-2420
5055,Black,1,0,,No Bet,0,-2420
5056,Black,2,0,,No Bet,0,-2420
5057,Red,1,0,,No Bet,0,-2420
5058,Black,1,0,,No Bet,0,-2420
5059,Red,1,0,,No Bet,0,-2420
5060,Red,2,0,,No Bet,0,-2420
5061,Black,1,0,,No Bet,0,-2420
5062,Black,2,0,,No Bet,0,-2420
5063,Red,1,0,,No Bet,0,-2420
5064,Red,2,0,,No Bet,0,-2420
5065,Red,3,0,,No Bet,0,-2420
5066,Red,Betting,0,,No Bet,0,-2420
5067,Black,1,10,,Win,10,-2410
5068,Black,2,0,,No Bet,0,-2410
5069,Black,3,0,,No Bet,0,-2410
5070,Black,Betting,0,,No Bet,0,-2410
5071,Black,Betting,10,Red,Loss,-10,-2420
5072,Green,Betting,20,Red,Loss,-20,-2440
5073,Black,Betting,40,Red,Loss,-40,-2480
5074,Red,1,80,,Win,80,-2400
5075,Red,2,0,,No Bet,0,-2400
5076,Black,1,0,,No Bet,0,-2400
5077,Black,2,0,,No Bet,0,-2400
5078,Red,1,0,,No Bet,0,-2400
5079,Black,1,0,,No Bet,0,-2400
5080,Black,2,0,,No Bet,0,-2400
5081,Red,1,0,,No Bet,0,-2400
5082,Black,1,0,,No Bet,0,-2400
5083,Black,2,0,,No Bet,0,-2400
5084,Red,1,0,,No Bet,0,-2400
5085,Red,2,0,,No Bet,0,-2400
5086,Black,1,0,,No Bet,0,-2400
5087,Red,1,0,,No Bet,0,-2400
5088,Black,1,0,,No Bet,0,-2400
5089,Black,2,0,,No Bet,0,-2400
5090,Red,1,0,,No Bet,0,-2400
5091,Red,2,0,,No Bet,0,-2400
5092,Green,0,0,,No Bet,0,-2400
5093,Red,1,0,,No Bet,0,-2400
5094,Black,1,0,,No Bet,0,-2400
5095,Black,2,0,,No Bet,0,-2400
5096,Red,1,0,,No Bet,0,-2400
5097,Black,1,0,,No Bet,0,-2400
5098,Black,2,0,,No Bet,0,-2400
5099,Red,1,0,,No Bet,0,-2400
5100,Red,2,0,,No Bet,0,-2400
5101,Red,3,0,,No Bet,0,-2400
5102,Red,Betting,0,,No Bet,0,-2400
5103,Red,Betting,10,Black,Loss,-10,-2410
5104,Black,1,20,,Win,20,-2390
5105,Black,2,0,,No Bet,0,-2390
5106,Black,3,0,,No Bet,0,-2390
5107,Red,1,0,,No Bet,0,-2390
5108,Green,0,0,,No Bet,0,-2390
5109,Black,1,0,,No Bet,0,-2390
5110,Green,0,0,,No Bet,0,-2390
5111,Green,0,0,,No Bet,0,-2390
5112,Red,1,0,,No Bet,0,-2390
5113,Black,1,0,,No Bet,0,-2390
5114,Red,1,0,,No Bet,0,-2390
5115,Red,2,0,,No Bet,0,-2390
5116,Red,3,0,,No Bet,0,-2390
5117,Black,1,0,,No Bet,0,-2390
5118,Red,1,0,,No Bet,0,-2390
5119,Red,2,0,,No Bet,0,-2390
5120,Red,3,0,,No Bet,0,-2390
5121,Black,1,0,,No Bet,0,-2390
5122,Black,2,0,,No Bet,0,-2390
5123,Red,1,0,,No Bet,0,-2390
5124,Red,2,0,,No Bet,0,-2390
5125,Red,3,0,,No Bet,0,-2390
5126,Red,Betting,0,,No Bet,0,-2390
5127,Green,Betting,10,Black,Loss,-10,-2400
5128,Red,Betting,20,Black,Loss,-20,-2420
5129,Red,Betting,40,Black,Loss,-40,-2460
5130,Black,1,80,,Win,80,-2380
5131,Black,2,0,,No Bet,0,-2380
5132,Black,3,0,,No Bet,0,-2380
5133,Black,Betting,0,,No Bet,0,-2380
5134,Black,Betting,10,Red,Loss,-10,-2390
5135,Black,Betting,20,Red,Loss,-20,-2410
5136,Black,Betting,40,Red,Loss,-40,-2450
5137,Green,Betting,80,Red,Loss,-80,-2530
5138,Black,Betting,160,Red,Loss,-160,-2690
5139,Red,1,320,,Win,320,-2370
5140,Black,1,0,,No Bet,0,-2370
5141,Red,1,0,,No Bet,0,-2370
5142,Black,1,0,,No Bet,0,-2370
5143,Red,1,0,,No Bet,0,-2370
5144,Black,1,0,,No Bet,0,-2370
5145,Red,1,0,,No Bet,0,-2370
5146,Red,2,0,,No Bet,0,-2370
5147,Red,3,0,,No Bet,0,-2370
5148,Red,Betting,0,,No Bet,0,-2370
5149,Black,1,10,,Win,10,-2360
5150,Black,2,0,,No Bet,0,-2360
5151,Black,3,0,,No Bet,0,-2360
5152,Green,0,0,,No Bet,0,-2360
5153,Red,1,0,,No Bet,0,-2360
5154,Red,2,0,,No Bet,0,-2360
5155,Red,3,0,,No Bet,0,-2360
5156,Black,1,0,,No Bet,0,-2360
5157,Black,2,0,,No Bet,0,-2360
5158,Black,3,0,,No Bet,0,-2360
5159,Black,Betting,0,,No Bet,0,-2360
5160,Black,Betting,10,Red,Loss,-10,-2370
5161,Black,Betting,20,Red,Loss,-20,-2390
5162,Red,1,40,,Win,40,-2350
5163,Black,1,0,,No Bet,0,-2350
5164,Red,1,0,,No Bet,0,-2350
5165,Red,2,0,,No Bet,0,-2350
5166,Red,3,0,,No Bet,0,-2350
5167,Red,Betting,0,,No Bet,0,-2350
5168,Black,1,10,,Win,10,-2340
5169,Green,0,0,,No Bet,0,-2340
5170,Black,1,0,,No Bet,0,-2340
5171,Black,2,0,,No Bet,0,-2340
5172,Red,1,0,,No Bet,0,-2340
5173,Red,2,0,,No Bet,0,-2340
5174,Black,1,0,,No Bet,0,-2340
5175,Black,2,0,,No Bet,0,-2340
5176,Black,3,0,,No Bet,0,-2340
5177,Red,1,0,,No Bet,0,-2340
5178,Red,2,0,,No Bet,0,-2340
5179,Red,3,0,,No Bet,0,-2340
5180,Red,Betting,0,,No Bet,0,-2340
5181,Black,1,10,,Win,10,-2330
5182,Red,1,0,,No Bet,0,-2330
5183,Black,1,0,,No Bet,0,-2330
5184,Red,1,0,,No Bet,0,-2330
5185,Black,1,0,,No Bet,0,-2330
5186,Black,2,0,,No Bet,0,-2330
5187,Black,3,0,,No Bet,0,-2330
5188,Black,Betting,0,,No Bet,0,-2330
5189,Black,Betting,10,Red,Loss,-10,-2340
5190,Black,Betting,20,Red,Loss,-20,-2360
5191,Red,1,40,,Win,40,-2320
5192,Black,1,0,,No Bet,0,-2320
5193,Black,2,0,,No Bet,0,-2320
5194,Green,0,0,,No Bet,0,-2320
5195,Red,1,0,,No Bet,0,-2320
5196,Black,1,0,,No Bet,0,-2320
5197,Black,2,0,,No Bet,0,-2320
5198,Red,1,0,,No Bet,0,-2320
5199,Red,2,0,,No Bet,0,-2320
5200,Black,1,0,,No Bet,0,-2320
5201,Black,2,0,,No Bet,0,-2320
5202,Red,1,0,,No Bet,0,-2320
5203,Red,2,0,,No Bet,0,-2320
5204,Black,1,0,,No Bet,0,-2320
5205,Black,2,0,,No Bet,0,-2320
5206,Red,1,0,,No Bet,0,-2320
5207,Red,2,0,,No Bet,0,-2320
5208,Black,1,0,,No Bet,0,-2320
5209,Red,1,0,,No Bet,0,-2320
5210,Red,2,0,,No Bet,0,-2320
5211,Black,1,0,,No Bet,0,-2320
5212,Black,2,0,,No Bet,0,-2320
5213,Black,3,0,,No Bet,0,-2320
5214,Red,1,0,,No Bet,0,-2320
5215,Black,1,0,,No Bet,0,-2320
5216,Black,2,0,,No Bet,0,-2320
5217,Black,3,0,,No Bet,0,-2320
5218,Black,Betting,0,,No Bet,0,-2320
5219,Red,1,10,,Win,10,-2310
5220,Red,2,0,,No Bet,0,-2310
5221,Red,3,0,,No Bet,0,-2310
5222,Red,Betting,0,,No Bet,0,-2310
5223,Red,Betting,10,Black,Loss,-10,-2320
5224,Black,1,20,,Win,20,-2300
